"Product ID";"Hình ảnh";"Tên";"Có hiệu lực";"Danh mục";"Nhà cung cấp";"Giá (chưa thuế.)";"Giá (bao gồm thuế)";"Số lượng";"Trạng thái";"Mô tả";"Mô tả chi tiết";"Số lượng";"Số lượng tối thiểu";"Vị trí";""
"21";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633028_attingham-powder-blue-geometric-d%C3%A9cor-tile_4.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633028_attingham-powder-blue-geometric-d%C3%A9cor-tile_2.jpg ;
https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/633028-cgi.jpg";"Powder Blue Geometric Decor Tile";"1";"Ceramic";"Attingham";"240000";"264000";"300";"0";"For using 50/50 Brickbond and Stepladder laying patterns with Attingham tiles, we would recommend allowing 10% extra for cuts and breakages. Dry laying is also advised so that required adjustments can be made.";"Coverage Per Box:                      0.3m²
Tiles Per Box:                              5
Product Colour:                          Blue
Tile Surface:                                Wall
Tile Size:                                      40cm x 15cm Rectangular
Tile Depth (cm):                         1
Weight (kg):                                5.1";"400";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633028_attingham-powder-blue-geometric-d%C3%A9cor-tile_4.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633028_attingham-powder-blue-geometric-d%C3%A9cor-tile_2.jpg ;
https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/633028-cgi.jpg"
"22";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633029_attingham-powder-blue-tile_1.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/633029-cgi.jpg";"Powder Blue Tile";"1";"Ceramic";"Attingham";"220000";"242000";"300";"0";"These vintage style Attingham™ powder blue ceramic tiles feature subtle colours and variations in shading, created by applying differing amounts of glaze to each tile. The aesthetic is popular with interior designers, and the range won Silver at the 2016 House Beautiful Awards. Opt for a coordinated look by pairing these blue tiles with the Attingham™ Geometrics décor tiles in a coordinating powder blue hue, which use a reactive print to create a relief effect.";"Coverage Per Box:                      0.3m²
Tiles Per Box:                              5
Product Colour:                          Blue
Tile Surface:                                Wall
Tile Size:                                      40cm x 15cm Rectangular
Tile Depth (cm):                         1
Weight (kg):                                1.02";"400";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633029_attingham-powder-blue-tile_1.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/633029-cgi.jpg"
"23";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633026_attingham-seagrass-geometric-d%C3%A9cor-tile_5.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633026_attingham-seagrass-geometric-d%C3%A9cor-tile_3.jpg ;
https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/a/t/attingham_seagrass_decor.png";"Seagrass Geometric Decor Tile";"1";"Slate";"Attingham";"250000";"275000";"300";"0";"These ceramic Attingham™ Seagrass Geometric décor tiles will lend a vintage feel to almost any space. The unique variations in shading are created by applying the glaze in layers, and a reactive print is used to form a relief effect.

For using 50/50 Brickbond and Stepladder laying patterns with Attingham tiles, we would recommend allowing 10% extra for cuts and breakages. Dry laying is also advised so that required adjustments can be made";"Coverage Per Box:                      0.3m²
Tiles Per Box:                              5
Product Colour:                          Green
Tile Surface:                                Wall
Tile Size:                                      40cm x 15cm Rectangular
Tile Depth (cm):                         1
Weight (kg):                                5.1";"400";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633026_attingham-seagrass-geometric-d%C3%A9cor-tile_5.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/633026_attingham-seagrass-geometric-d%C3%A9cor-tile_3.jpg ;
https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/a/t/attingham_seagrass_decor.png"
"24";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637009_piscola_black_slate_tile_2.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637009_piscola_black_slate_tile_3.jpg ;
https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637009-cgi.jpg";"Black Slate Tile";"1";"Slate";"Piscola";"210000";"231000";"600";"0";"The Piscola range of tiles uses a variety of natural colours and textures that lend themselves to a cosy, country style aesthetic. This rectangular brushed slate tile in black will add a natural feel to your décor.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.";"Product Colour:             Black
Tile Surface:                   Floor, Wall
Tile Size:                         60cm x 40cm Rectangular
Tile Depth (cm):            1.2
Weight (kg):                   8.25";"300";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637009_piscola_black_slate_tile_2.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637009_piscola_black_slate_tile_3.jpg ;
https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637009-cgi.jpg"
"25";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637103_piscola_grey_slate_tile_3.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637103_piscola_grey_slate_tile_2.jpg";"Grey Slate Tile";"1";"Slate";"Piscola";"200000";"220000";"600";"0";"Create a beautiful country style home with our Piscola range, which brings natural colours and a variety of textures together harmoniously. This brushed slate tile in grey can be used to add neutral tones to your room and create a sleek monochrome effect.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.";"Product Colour:             Grey
Tile Surface:                   Floor, Wall
Tile Size:                         60cm x 40cm Rectangular
Tile Depth (cm):            1.2
Weight (kg):                   7.3";"300";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637103_piscola_grey_slate_tile_3.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637103_piscola_grey_slate_tile_2.jpg"
"26";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_3.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_1.jpg";"MultiColour Modular Slate Tile";"1";"Slate";"Piscola";"210000";"231000";"600";"0";"With its natural colour variations and tactile appeal, the Piscola range of slate tiles is perfect for recreating the cosy aesthetic of a country style home. Achieve an elegant rustic look with this multicoloured rectangular brushed tile.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.";"Product Colour:             Multicoloured
Tile Surface:                   Floor, Wall
Tile Size:                         60cm x 40cm Rectangular
Tile Depth (cm):            1.2
Weight (kg):                   7.4";"300";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_3.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637099_piscola_multicolour_slate_tile_1.jpg"
"27";"https://thumbor-gc.tomandco.uk/unsafe/769x923/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637104_piscola_grey_modular_slate_tile_1.jpg,https://thumbor-gc.tomandco.uk/unsafe/769x923/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/p/i/piscola-multicoloured-modular-slate_v1.jpg";"Grey Modular Slate Tile";"1";"Mosaic";"Piscola";"210000";"231000";"300";"0";"With its natural colour variations and tactile appeal, the Piscola range of slate tiles is perfect for recreating the cosy aesthetic of a country style home. Achieve an elegant rustic look with this multicoloured rectangular brushed tile.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.";"Product Colour:             Multicoloured
Tile Surface:                   Floor, Wall
Tile Size:                         60cm x 40cm Rectangular
Tile Depth (cm):            1.2
Weight (kg):                   23";"400";"1";"https://thumbor-gc.tomandco.uk/unsafe/769x923/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/3/637104_piscola_grey_modular_slate_tile_1.jpg";"https://thumbor-gc.tomandco.uk/unsafe/769x923/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/p/i/piscola-multicoloured-modular-slate_v1.jpg"
"28";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126-r1.jpg";"Darlington Black/White Tile";"1";"Mosaic";"Victorian Flooring";"175000";"192500";"300";"0";"Restoring the original flooring found in a Victorian property can be difficult, often the floor has been cracked with time or damaged from adhesives used to lay other flooring over the top from past eras. Coming across the original flooring to find replacements is also a costly venture, not only to source but to get fitted too.

Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern. Its innovative mesh backing means easy and accurate installation every time, saving both time and money compared to individual tile installation.";"Product Colour:                   Patterned
Tile Surface:                         Floor
Tile Size:                               38cm x 38cm Mosaic
Tile Depth (cm):                   0.83
Weight (kg):                          2.6";"400";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690126-r1.jpg"
"29";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127_2.jpg";"Darlington Blue Tile";"1";"Mosaic";"Victorian Flooring";"175000";"192500";"300";"0";"Restoring the original flooring found in a Victorian property can be difficult, often the floor has been cracked with time or damaged from adhesives used to lay other flooring over the top from past eras. Coming across the original flooring to find replacements is also a costly venture, not only to source but to get fitted too.

Our Victorian Flooring range has been specifically designed to replicate the traditional tile designs from the Victorian era but with a contemporary twist to keep your space feeling fresh and modern. Its innovative mesh backing means easy and accurate installation every time, saving both time and money compared to individual tile installation.";"Product Colour:                   Patterned
Tile Surface:                         Floor
Tile Size:                               38cm x 38cm Mosaic
Tile Depth (cm):                   0.83
Weight (kg):                          2.6";"400";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/6/9/690127_2.jpg"
"30";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/7/1/714339.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631703_regal-cubis-mosaic-polished-tile_bathroom_wall_2.jpg";"Cubis Vanilla Grey Polished Mosaic Tile";"1";"Mosaic";"Regal®";"160000";"176000";"900";"0";"Exclusive to Topps Tiles, these Regal® Cubis mosaic tiles can be teamed with coordinating grout, trims and thresholds to create a striking geometric effect. This polished porcelain design comes in a neutral cream shade and can be laid on the walls and floors for a seamless interior feel.";"Product Colour:          Cream
Tile Surface:                Floor, Wall
Tile Size:                      34cm x 29.4cm Rectangular
Tile Depth (cm):          0.94
Weight (kg):                 1.9";"400";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/7/1/714339.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631703_regal-cubis-mosaic-polished-tile_bathroom_wall_2.jpg"
"31";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/7/0/708636_1.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/811627_regal-vanilla-polished-tile_bathroom_wall_2.jpg";"Vanilla Polished Tile";"1";"Granite";"Regal®";"160000";"176000";"300";"0";"The Regal® range includes a varied palette of subtle neutral designs as well as a variety of textural effects, alongside coordinating trims, thresholds and grouts, for a coordinated look. Use them on both your floors walls and floors, to create a striking design scheme. This rectangular cream coloured tile is made of elegant porcelain with a matt finish. These tiles do not require any sealing.";"Product Colour:          Cream
Tile Surface:                Floor, Wall
Tile Size:                      60cm x 29.7cm Rectangular
Tile Depth (cm):          0.95
Weight (kg):                 3.5";"400";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/7/0/708636_1.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/811627_regal-vanilla-polished-tile_bathroom_wall_2.jpg"
"32";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/g/r/grande-marble-premiere-white-square.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/p/r/premier-white_2.jpg";"Grande Marble Effect Premiere White Porcelain Panel";"1";"Granite";"Matt";"350000";"385000";"1200";"0";"Due to the nature of the order and varying delivery charges, you will need to contact our Contracts Sales team to place your order and obtain a delivery quote. You can do this by clicking on the ‘Email us to place your order’ button. Please ensure you include the correct delivery address, any delivery restrictions in your areas and as many available dates for delivery as possible. Please note we do require your tradesperson to be available on-site for delivery.";"Product Colour:          White
Tile Surface:                Floor, Wall
Tile Size:                      100cm x 100cm Panel
Tile Depth (cm):          0.6
Weight (kg):                 20.18";"300";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/g/r/grande-marble-premiere-white-square.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/p/r/premier-white_2.jpg"
"33";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/7/1/717077.jpg,";"Grande Stone Effect Lucca Grey Porcelain Panel";"1";"Granite";"Matt";"350000";"385000";"1200";"0";"Due to the nature of the order and varying delivery charges, you will need to contact our Contracts Sales team to place your order and obtain a delivery quote. You can do this by clicking on the ‘Email us to place your order’ button. Please ensure you include the correct delivery address, any delivery restrictions in your areas and as many available dates for delivery as possible. Please note we do require your tradesperson to be available on-site for delivery.";"Product Colour:          Grey
Tile Surface:                Floor, Wall
Tile Size:                      100cm x 100cm Panel
Tile Depth (cm):          0.6
Weight (kg):                 13.8";"300";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/7/1/717077.jpg";""
"34";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_2.jpg,https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_bathroom_wall_1.jpg";"Graphite Tile";"1";"Granite";"Matt";"300000";"330000";"1200";"0";"This dark tile is inspired by the state park of the same name in Colorado. Renowned for its rushing waterfalls and stately rock formations, the park also features outcrops of riven slate, moulded and weathered by water. The surface of the Staunton™ tile is reminiscent of the way water flows over rock, while the variations in the pattern are designed to reproduce the appearance of natural stone. Use these rectangular tiles to create a rustic aesthetic, or mix them with metallic hints and geometric mosaics for a luxe modern look.";"Product Colour:          Black
Tile Surface:                Floor, Wall
Tile Size:                      60.5cm x 30.5cm Rectangular
Tile Depth (cm):          0.95
Weight (kg):                 3.63";"300";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_2.jpg";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634932_staunton-graphite-tile_bathroom_wall_1.jpg"
"35";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634931_staunton-putty-tile_3.jpg,https://thumbor-gc.tomandco.uk/unsafe/1154x577/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/uploads/2019/05/BTC_Staunton.jpg";"Putty Tile";"1";"Granite";"Matt";"300000";"330000";"100";"0";"Known for its spectacular rock and waterfall displays, Colorado's Staunton state park has inspired the Staunton™ putty tile. This matt beige design resembles riven slate that's been shaped and weathered by the park's rivers. Thanks to its distinct pattern, this tile gives the illusion of movement. Its authentic stone effect is enhanced by the significant variation in the porcelain design. Use the Staunton™ range for a rustic interior and exterior feel, or mix with metallic and mosaic styles for a more modern look.";"Product Colour:          Beige
Tile Surface:                Floor, Wall
Tile Size:                      60.5cm x 30.5cm Rectangular
Tile Depth (cm):          0.95
Weight (kg):                 3.5";"300";"1";"https://thumbor-gc.tomandco.uk/unsafe/513x616/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/media/catalog/product/c/a/634931_staunton-putty-tile_3.jpg";"https://thumbor-gc.tomandco.uk/unsafe/1154x577/filters:upscale():fill(white)/https://www.toppstiles.co.uk/static/uploads/2019/05/BTC_Staunton.jpg"
"";",";"";"";"";"";"";"";"";"";"";"";"";"";"";""
